song,artist,lyrics
we've got tonight, kenny rogers, i know it's late i know you're weary i know your plans don't include me still here we are both of us lonely longing for shelter from all that we see why should we worry? no one will care girl look at the stars now so far away we've got tonight who needs tomorrow? we've got tonight babe why don't you stay? deep in my soul i feel so lonely all of my hopes fading away i've longed for love like everyone else does i know i'll keep searching after today so there it is girl we've got it all now and here we are babe what do you say? we've got tonight who needs tomorrow? we've got tonight babe why don't we stay? i know it's late and i know you're weary i know your plans don't include me still here we are both of us lonely both of us lonely we've got tonight who needs tomorrow? let's make it last let's find a way turn out the light come take my hand now we've got tonight babe why don't we stay? we've got tonight babe why don't we stay?
tell me that you love me, kenny rogers, show me that you need me like the river needs the early morning rain show me that you want me cause i really need to feel your heart again tell me that you love me if it was the middle of a moonless night would you shine for me baby? would you hold me tight? if a flame was fadin' from a lost desire would you put another log on the fire? baby like a candle burnin' down maybe we could turn this thing around kiss me like you mean it like you wouldn't have it any other way let nothing stand between us honey let's don't ever let it fade away tell me that you love me do you love me? we could camp out on old hickory lake talking all night and sleepin' in late looking at the stars like we used to do honey you don't know how i've missed you save me for so long i've been longing for you baby it's all up to you show me that you need me like the river needs the early morning rain show me that you want me cause i really need to feel your heart again tell me that you love me tell me that you love me tell me that you love me tell me that you love me tell me tell me that you love me that you love me
don't fall in love with a dreamer, kenny rogers, just look at you sitting there you never looked better than tonight and it would be so easy to tell you i'd stay like i've done so many times  i was so sure that this would be the night you'd close the door and wanna stay with me and it'd be so easy to tell you i'd wait like i've done so many times  don't fall in love with a dreamer 'cause he'll always take you in just when you think you've really changed him he'll leave you again don't you fall in love with a dreamer 'cause he'll break you every time put out the light and just hold on before we say goodbye  now it's morning the phone rings and you say you've gotta get your things together you just gotta leave before you change your mind and if you knew what i was thinking girl i'd turn around if you'd just ask me one more time  don't fall in love with a dreamer 'cause he'll always take you in just when you think you've really changed him he'll leave you again don't fall in love with a dreamer 'cause he'll break you every time put out the light and just hold on before we say goodbye before we said goodbye goodbye
write your name (across my heart), kenny rogers, i can't help smiling when i look at you to keep from going crazy is all i can do i'm so defenseless with you so close the walls have crumbled from my body and soul write your name across my heart i want the world to know that i am yours forever and i will wear it like a shining star write your name across my heart to you my life is an open door everything i have is yours i'll try to give you everything you need but as far as love goes there's a life-time guarantee write your name across my heart i want the world to know that i am yours forever and i will wear it like a shining star write your name across my heart in all my thoughts in all i do in all i say i belong to you with every breath i take.... write your name across my heart i want the world to know that i am yours forever and i will wear it like a shining star write your name across my heart and i will wear it like a shining star write your name across my heart across my heart across my heart
crazy, kenny rogers, girl there are no words to say what i feel in my heart you you're on my mind night and day and it hurts me when we're apart when you're not here by my side there is nothing in this world for me i guess i'm crazy crazy for you can't you see and although you may think i'm crazy this is where i'll always be i will always need your love now i can see every dream when i look in your eyes though things never are what they seem there is one thing that i realize that there's no doubt in my mind we can make this love go on forever i guess i'm crazy crazy for you can't you see and although you may think i'm crazy this is where i'll always be and i need you with me 'cause you are the dream that finally came true for me and all my life there'll be no one else if i looked all my life there could be no one else and for the rest of my life all i need is you i guess i'm crazy
i will always love you, kenny rogers, if i should stay i would only be in your way so i'll go but i know i'll think of you each step of the way and i will always love you and i will always love you bittersweet memories that is all i am taking with me so goodbye please don't you cry 'cause we both know i'm not what you need and i will always love you and i will always love you i hope life treats you kind and i hope you have all you've dreamed of and i wish you joy and happiness but above all i wish you love and i will always love you and i will always love you bittersweet memories that is all i am taking with me so goodbye please don't you cry 'cause we both know i'm not what you need and i will always love you and i will always love you...
(something inside) so strong, kenny rogers, the higher you build your barriers the taller i become the farther you take my rights away the faster i will run you can deny me you can decide to turn your face away no matter 'cause theres something inside (so strong) i know that i can make it though youre doin' me wrong so wrong you thought that my pride was gone oh no theres something inside (so strong) something inside so strong the more you refuse to hear my voice the louder i will sing. you hide behind walls of jericho your lies will come tumbling. deny my place and time you squander wealth that's mine.my light will shine so brightly it will blind you because theres something inside so strong i know that i can make it though youre doin' me wrong so wrong you thought that my pride was gone oh no theres something inside so strong something inside so strong brothers and sisters when they insist were just not good enough.well we know better just look 'em in the eyes and say. were gonna do it anyway were gonna do it anyway were gonna do it anyway something inside so strong i know that i can make it though youre doin' me wrong so wrong you thought that my pride was gone oh no theres something inside so strong theres something inside so strong there's something inside so strong something inside so strong i know that i can make it though youre doing me wrong so wrong ...
buy me a rose, kenny rogers, he works hard to give her all he thinks she wants a three car garage her own credit cards he pulls in late to wake her up with a kiss good night if he could only read her mind she'd say  buy me a rose call me from work open a door for me what would it hurt show me you love me by the look in your eyes these are the little things i need the most in my life now the days have grown to years of feeling all alone and she can't help but wonder what she's doing wrong cause lately she'd try anything to turn his head would it make a difference if she said:  and the more that he lives the less that he tries to show her the love that he holds inside and the more that she gives the more that he sees this is a story of you and me so i bought you a rose on the way home from work to open the door to a heart that i hurt and i hope you notice this look in my eyes cause i'm gonna make things right for the rest of your life i'm gonna hold you tonight do all those little things for the rest of your life
evening star, kenny rogers, if you never rode west of the arizona border you can turn the other way boy but you never get far you be living a lie if you wanna see the wonders of the age you must follow the evening star evening star shine a little heaven on a stranger with no dream where you are you can see the loneliness i mean and if i gotta fight i can never play somebody else's game i can follow the evening star starlight you never need somebody else's name if you follow the evening star have you ever known a sunset when the sky's on fire how you end another day boy you've been searching too far like the desert i rode on any memory is lost in the restless wind i just lie beneath the evening star evening star shine a little heaven on a stranger with no dream where you are have you ever held a woman in the california moonlight put your money on a good night if you never been there it's a sight for sore eyes if you wanna see the wonders of the age making love beneath the evening star evening star shine a little heaven on a stranger with no dream where you are you can see the loneliness i mean and if i gotta fight i will never play somebody else's game i can follow the evening star starlight you never need somebody else's name if you follow the evening star...
bed of roses, kenny rogers, you're that one special woman i thought i'd never find with the stream to be gentle and the courage to be kind though it hasn't all been roses still i know you understand one of these nights i'm gonna take you by the hand and lay you down on a bed of roses in tha peaceful shelter only love can provide i'll lay you down on a bed of roses and then i'll lay me down right by your side there's no diamond on your finger just a simple wedding bend since your knight in shining armor is just an ordinary man though i promised you a kingdom and we don't have all we planned one of these nights when we're making believe i'm gonna take you by the hand and lay you down on a bed of roses in tha peaceful shelter only love can provide i'll lay you down on a bed of roses and then i'll lay me down right by your side...
i don't need you, kenny rogers, i don't need you i don't need friendship i don't need flowers in the spring i don't need you and you surely don't need me i don't need love and affection i don't need peace and harmony i don't need you and you surely don't need me but we both want it bad enough yes we both want it don't we? i don't need you baby and i know you don't need me i don't need your loving arms around me all i need is to be free that's what i keep telling myself and i tell you you don't need me i don't need children in my old age no more cluttered leaves around the tree and i don't need you baby and i know you don't need me but we both want it bad enough yes we both want it don't we? i don't need you baby and i know you don't need me and we don't need each other baby we don't need each other baby or do we?
if i knew then what i know now, kenny rogers, well hello girl tell me how have you been? by the way i'll never make the same mistake again and you know girl it's been a long hard time nothing like back when you were mine and if i knew then what i know now i'd have found the way to make things work out somehow i'd have held you tight i'd have treated you right if i knew then what i know now it's a crazy world for a boy and a girl harder than it is for a woman and a man oh it was easy then just to push you away guess i never knew how i feel today and if i knew then what i know now i'd have found the way to make things work out somehow i'd have held you tight i'd have treated you right if i knew then what i know now you know i do things differently if you ever come back to me if we could just go back in time there's no broken heart girl we're at the start this time
you looked so beautiful, kenny rogers, hey mr. piano man play a song if you can talks about a love so fine and true someone special is on their way is there something you can play that will help me when i try to say you looked so beautiful when you walked through the door mine weren’t the only eyes that looked at you and wanted more i loved you standing there moonlight still in your hair and when looked at me my heart stood still and then you came to me i loved their jealousy and every head inside would turn and share this dream with me and then you take my hand and i can’t understand just what is you see in me you shouldn’t have to wait for some plan romantic date to hear the thing your heart must know is true and if you close your eyes much to my surprise i might even chance a dance with you where have all the people gone let’s dance just one more song i get so caught up in your eyes and look it’s almost dawn i hope by now you know i really love you so and every song he played tonight he played for you
love will turn you around, kenny rogers, you can run you can hide never let it inside keep living your life in the dark sooner or later that gentle persuader is gonna catch up with your heart make you a dreamer believer believing in love right when a man's doing all that he planned and he thinks he's got just what he needs life will deliver a shot that will shiver him driving him down to his knees make him start giving living living again well it's your mind that tricks you into leaving everytime love will turn you around turn you around well it's your heart that talks you into staying where you are love will turn you around turn you around out of the blue she reaches for you and you tell her you don't have the time so you move away fast but you know it won't last cause you can't get her off of your mind thoughts are burning turning they're turning around how do you know when to stay or to go and how do you know when it's real you don't need a sign to make up your mind you got your heart at the wheel you wanna start sharing caring caring again well it's your mind that tricks you into leaving everytime love will turn you around turn you around well it's your heart that talks you into staying where you are love will turn you around turn you around love will turn you around turn you around love will turn you around turn you around turn you around
i will remember you, kenny rogers, i will remember you will you remember me? don't let your life pass you by weep not for the memories i'm so tired i can't sleep standing on the edge of something much to deep it's funny how we feel so much and cannot say a word we're screaming inside but we can't be heard i will remember you will you remember me? don't let your life pass you by weep not for the memories so afraid to love you more afraid to loose clinging to past that doesn't let me choose well once there was a darkness a deep and endless night you gave me everything you gave me light i will remember you will you remember me? don't let your life pass you by weep not for the memories remember all the good times that we had let them slip away from us and things got bad clearly i first saw you smiling in the sun i want to feel your warmth i want to be the one i will remember you will you remember me? don't let your life pass you by weep not for the memories i will remember you will you remember me? don't let your life pass you by weep not for the memories weep not for the memories the memories...
what about me, kenny rogers, i see you here with me i've waited all my life for someone like you someone to give my heart and soul to i look into your eyes your love for me was such a welcome surprise i think at last i've found forever but what about me (i'll always love you) oh what about me (i'll always need you) you were my love before but i need so much more of you time after time i feel i'm losing my mind or maybe this is what lovers must go through it never entered my mind we could be wasting our time what am i gonna do what about me oh what about me no reason to pretend true love affairs don't have to come to an end the moment we don't have all the answers i nearly go insane (oh i go insane) each and every time i hear you whisper my name i feel the same when i'm around you (but what about me) i'll always love you (oh what about me) i'll always need you this is so hard for me i wanted so much to be with you whoa time after time i feel i'm losing my mind or maybe this is what lovers must go through it never entered my mind we could be wasting our time what am i gonna do time after time i'm losing my mind it never entered my mind we could be wasting our time but what about me
reuben james, kenny rogers, reuben james in my song you live again and the phrases that i rhyme are just a footstep out of time from the time when i knew you reuben james reuben james all the folks around hadison county cussed your name you're just a no-count sharecropping colored man you'd steal anything you can and everybody laid the blame on reuben james reuben james for you still walk over fields of my mind faded shirt weathered brow caloused hands upon the plow loved you then and i love you now reuben james for a grave the gossiper of hadison county died with chid although your skin was black you were the one that didn't turn your back on the hungry white child with no name reuben james reuben james with your mind on the soul and a bottle in your right hand you said turn the other cheek for there's a better world awaiting for the meek in my mind these words remain from reuben james reuben james for you still walk over fields of my mind faded shirt weathered brow caloused hands upon the plow loved you then and i love you now reuben james reuben james one dark cloudy day they brought you from the field and to your lonely pine box came just a preacher me and the rain just to sing one last refrain to reuben james reuben james for you still walk over fields of my mind faded shirt weathered brow caloused hands upon the plow loved you then and i love you now reuben james reuben james for you still walk over fields of my mind faded shirt weathered brow caloused hands upon the plow loved you then and i love you now reuben james
you're my love, kenny rogers, you wanna know if i care for you you ought to know by now how can you stand there just pretending and you know how i feel  'cause baby you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down  you wanna know what i see in you i can't really say for sure all i know is i need you more than i've ever needed anyone else before  'cause baby you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down  seasons changing faster than they do when we were young it's funny but we didn't seem to care the only thing we cared about was keeping our love strong as long as you're there i'll always care  'cause you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down 'cause you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down 'cause you're my love and i love everything you do to me you're my love and i love when you're around you're my love and i'll never let you down
sweet music man, kenny rogers, i wouldn't listen and i couldn't see and all i have left now are words you said to me sing me a song sweet music man 'cause i won't be there to hold your hand like i used to i'm through with you you're a helluva singer and a powerful man but you surround yourself with people who demand so little of you you touched my soul with your beautiful song you even had me singing along right with you you said i need you then you changed the words and that harmony and you sang that song you'd written for me to someone new but nobody sings a love song quite like you do and nobody else can make me sing along and nobody else can make me feel that things are right when you know they're wrong nobody sings a love song quite like you sing me a song sweet music man your making a living doing one night stands that do for you what you need them to your still a hell of a singer but a broken man and you surround yourself with people who demand so little of you but nobody sings a love song quite like you do you travel the world with a six piece band that does for you what you ask 'em to and you try to stay up with the songs you sung to so many people that all begun to come back on you sing me a song sad music man you're making your living doing one night stands that's do with you they don't need you you're still a helluva singer but a broken man but you keep on looking for one last band to sing with you but nobody sings a love song quite like you do and nobody else can make me sing along and nobody else can make me feel that things are right when you're wrong with a song nobody sings a love song quite like you so sing me a song sweet music man i believe in you
buried treasure, kenny rogers, now if the aim in your life is to settle me down i couldn't change my point of view i got a lady in red at the back of my head but the woman in white is you do you wanna be the only one fade away in the mornin' sun i could love you all of my life you are my wife haven't i let you know we don't need no buried treasure no buried treasure we don't need it we don't stand on ceremony but life is phony in spite of it you can never be all you wanna be when you're searchin' for gold we don't need no buried treasure i've still got you (still got you still got you) i've still got you in my soul well it's a long way down and you gotta get up you gotta figure on a master plan you couldn't do it if you don't get ready you'll be beaten by the other man do you wanna be the last one in play the game that you just don't win i can see me makin' you cry sayin' goodbye but i could never let you go we don't need no buried treasure no buried treasure we don't need it we don't stand on ceremony but life is phony in spite of it you can never be all you wanna be when you're searchin' for gold we don't need no buried treasure i've still got you (still got you still got you) i've still got you in my soul well you're takin' my life in the palm of your hand make you mine for another day ain't nobody doesn't need anybody when the good times turn away i don't wanna be the lonely one fade away in the evenin' sun i could love you all of my life you are my wife haven't i told you so we don't need no buried treasure no buried treasure we don't need it (baby we don't need it) we don't stand on ceremony but life is phony in spite of it. (in spite of it.) you can never be all you wanna be when you're searchin' for gold we don't need no buried treasure i've still got you (still got you still got you) i've still got you in my soul we don't need it we don't need it (we don't need no buried treasure) we don't need no buried treasure we don't need it (baby we don't need it) we don't stand on ceremony but life is phony in spite of it (we don't stand on ceremony in spite of it) you can never be all you wanna be when you're searchin' for gold (we don't need no buried treasure) we don't need no buried treasure i've still got you (still got you) i've still got you in my soul we don't need it we don't need it (we don't need no buried treasure) we don't need no buried treasure we don't need it (baby we don't need it) we don't stand on ceremony but life...
i want to make you smile, kenny rogers, when i run too fast slow me down when i run to far turn me around sometimes life becomes an endless waste sometimes love can't stand the lonely pace each day goes by much too fast tomorrow soon becomes the past lost in struggle i'm making my way not taking time enough to simply say: i love you forgive me i know it's been a while i love you i wanna stop the world and make you smile too many days i forgot to take your time to say i love you and thank you for being mine those simple words i sometimes forget to say we'll be on my lips at the wake of each new day i love you ... but you know i love you i wanna stop the world and make you smile if it's not too late to make you smile
if i ever fall in love again, kenny rogers, you i know you're everything that i've been looking for and i i look into your eyes and could not ask for more so it's only fair to lay it on the line hold on i'm gonna need a little time but if i ever fall in love again sometimes when this broken heart can mend i know it's gonna be with you you're the one to pull me through though i don't know when if i ever fall in love again scared i guess i'm scared to fly it's such a long way down and yet if you'd just trust in me i'm sure i'd come around and i know when you're hurt it's hard to let someone inside in your arms i feel i'm ready now to try so if i ever fall in love again sometimes when this broken heart can mend i know it's gonna be with you you're the one to pull me through though i don't know when if i ever fall in love again i'd be a fool to ever let you go you're the best thing in my life (rap) and feels like there's never know how to say that this was a memory under your love under your world blow your lips every kiss you and i here we go around i know it's gonna be with you you're the one to pull me through though i don't know when if i ever fall in love again if i ever fall in love again...
the christmas song, kenny rogers, chestnuts roasting on an open fire jack frost nipping at your nose yule-tide carols being sung by a choir and folks dressed up like eskimos  everybody knows a turkey and some mistletoe help to make the season bright tiny tots with their eyes all aglow will find it hard to sleep tonight  they know that santa's on his way he's loaded lots of toys and goodies on his sleigh and every mother's child is gonna spy to see if reindeer really know how to fly  and so i'm offering this simple phrase to kids from one to ninety-two although it's been said many times many ways merry christmas to you
let it be me, kenny rogers, i bless the day i found you i want to stay around you and so i beg you let it be me don't take this heaven from one if you must cling to someone now and forever let it be me each time we meet love i find complete love without your sweet love what would life be? so never leave me lonely tell me you'll love me only and that you'll always let it be me...
twenty years ago, kenny rogers, it's been a long time since i walked through this old town but oh how the memories start to flow and there's the old movie house they finally closed it down you could find me there every friday night twenty years ago i worked the counter at the drugstore down the street but nobody's left there i would know on saturday mornings that's where all my friends would meet you'd be surprised to know what a dime would buy twenty years ago all my memories from those days come gather round me what i'd give if they could take me back in time it almost seems like yesterday where do the good times go? life was so much easier twenty years ago i guess i should stop by mr. johnson's hardware store his only son was my friend joe but he joined the army back in 1964 how could we know he would never come back twenty years ago...
i don't want to know why, kenny rogers, i took your love as desperate measure seeking shelter from another lonely night you took my love seeking only pleasure but the feeling passes and the passion doesn't last and i don't wanna know why i don't want no reasons i just feel the seasons as they touch another year and i don't wanna know why i don't want no reasons i just know what is now and what could never be will the memories fade or will they linger? will we live forever for a moment we can keep? now we stand alone (why don't you do what you told me) where we stood together (i only wanted you to hold me) how did we ever let this dream slip through our hand (how did we ever let this dream slip through our hand) and i don't wanna know why i don't want no reasons i just feel the seasons as they touch another year and i don't wanna know why i don't want no reasons i just know what is now and what could never be...
the greatest gift of all, kenny rogers, dawn is slowly breaking our friends have all gone home you and i are waiting for santa clause to come there's a present by the tree stockings on the wall and knowing you're in love with me is the greatest gift of all the fire is slowly fading chill is in the air all the gifts are waiting for children everywhere throught the window i can see snow begin to fall knowing you're in love with me is the greatest gift of all just before i go to sleep i hear a church bell ring merry christmas everyone is the song it sings so i say a silent prayer for creatures great and small peace on earth good will to men is the greatest gift of all peace on earth good will to men is the greatest gift of all
need you now, lady antebellum, picture perfect memories scattered all around the floor reachin' for the phone 'cause i can't fight it anymore  and i wonder if i ever cross your mind for me it happens all the time  it's a quarter after one i'm all alone and i need you now said i wouldn't call but i lost all control and i need you now and i don't know how i can do without i just need you now  another shot of whiskey can't stop lookin' at the door wishing you'd come sweeping in the way you did before  and i wonder if i ever cross your mind for me it happens all the time  it's a quarter after one i'm little drunk and i need you now said i wouldn't call but i lost all control and i need you now and i don't know how i can do without i just need you now  yes i'd rather hurt than feel nothin' at all  it's a quarter after one i'm all alone and i need you now and i said i wouldn't call but i'm a little drunk and i need you now and i don't know how i can do without i just need you now  i just need you now oh baby i need you now
heart break, lady antebellum, i paint my lips red i turn my own head don't need nobody's help zipping up my own dress pay my own tab with my own cash unattached sometimes the word alone sounds like a sad song but why's it gotta be cause what i really need is a reset and a deep breath yeah  i think it's time to take a heart break out late solo on a saturday night going out without a plus one i'm done falling over pickup lines i'm single for the summer i won't rebound one lover to another or be tied down 'til i'm sleeping like a queen in a california king i made (i made i made) i think it's time to take a heart break i think it's time to take a heart break  it's just a little phase give me a little space you might see through it but i'm putting on a poker face givin' love a rest between my ex and my next  i think it's time to take a heart break out late solo on a saturday night going out without a plus one i'm done falling over pickup lines i'm single for the summer i won't rebound one lover to another or be tied down 'til i'm sleeping like a queen in a california king i made (i made i made) i think it's time to take a heart break i think it's time to take a heart break  love i'm over you (love i'm over you) it's long overdue i think it's time to take a heart break (i'm single for the summer i won't rebound) i think it's time to take a heart break  i think it's time to take a heart break out late solo on a saturday night going out without a plus one i'm done falling over pickup lines i'm single for the summer i won't rebound one lover to another or be tied down 'til i'm sleeping like a queen in a california king i made (i made i made) i think it's time to take a heart break i think it's time to take a heart break
just a kiss, lady antebellum, lying here with you so close to me it's hard to fight these feelings when it feels so hard to breathe i'm caught up in this moment i'm caught up in your smile  i've never opened up to anyone so hard to hold back when i'm holding you in my arms but we don't need to rush this let's just take this slow  just a kiss on your lips in the moonlight just a touch in the fire burning so bright no i don't want to mess this thing up no i don't want to push too far just a shot in the dark that you just might be the one i've been waiting for my whole life so baby i'm alright with just a kiss goodnight  i know that if we give this a little time it will only bring us closer to the love we wanna find it's never felt so real no it's never felt so right  just a kiss on your lips in the moonlight just a touch in the fire burning so bright no i don't want to mess this thing up no i don't want to push too far just a shot in the dark that you just might be the one i've been waiting for my whole life so baby i'm alright with just a kiss goodnight  no i don't want to say goodnight i know it's time to leave but you'll be in my dreams tonight tonight tonight  just a kiss on your lips in the moonlight just a touch in the fire burning so bright no i don't want to mess this thing up no i don't want to push too far just a shot in the dark that you just might be the one i've been waiting for my whole life so baby i'm alright oh let's do this right with just a kiss goodnight with a kiss goodnight kiss goodnight
hurt, lady antebellum, if my memory gets the best of me then i'll always find an excuse yeah i'll make believe re-write history ignite a spark i can't undo it always starts out simple like a conversation before i know it i'm lost in your illumination  if you catch my eye across a crowded room i'll fall into the atmosphere surrounding you if you pull me close just to disappear the chances are i'd wait for you a thousand years if you light the fuse you know that i'll react if you're reckless with your love just to take it back you could hurt somebody like that  you're a carnival on a summer night gone too soon every time yeah it's beautiful how you burn so bright in the waste land you leave behind  if you catch my eye across a crowded room i'll fall into the atmosphere surrounding you if you pull me close just to disappear the chances are i'd wait for you a thousand years if you light the fuse you know that i'll react if you're reckless with your love just to take it back you could hurt somebody like that  if you call me up at 3am i'll run to the rescue time and time and time again  if you pull me close just to disappear the chances are i'd wait for you a thousand years if you light the fuse you know that i'll react if you're reckless with your love just to take it back you could hurt somebody like that you could hurt somebody like that you could hurt somebody like that
bartender, lady antebellum, 8 o’clock on friday night i’m still at home all my girls just keep on blowing up my phone saying come on he ain’t worth the pain do what you gotta do to forget his name now there’s only one thing left for me to do slip on my favorite dress and sky high leather boots check the mirror one last time and kiss the past goodbye  what i’m really needing now is a double shot of crown chase that disco ball around ‘til i don’t remember go until they cut me off wanna get a little lost in the noise in the lights hey bartender pour ‘em hot tonight ‘til the party and the music and the truth collide bring it ‘til his memory fades away hey bartender  tonight i’ll let a stranger pull me on the floor spin me 'round and let him buy a couple more but before it goes too far i’ll let him down easy cause tonight it’s all about dancing with my girls to the dj put that song on replay  what i’m really needing now is a double shot of crown chase that disco ball around ‘til i don’t remember go until they cut me off wanna get a little lost in the noise in the lights hey bartender pour ‘em hot tonight ‘til the party and the music and the truth collide bring it ‘til his memory fades away hey bartender  i’m feeling that buzz i’m ready to rock ain’t no way i’m gonna tell you to stop so pour that thing up to the top i’m coming in hot hey bartender ooh oh oh oh  hey bartender what i’m really needing now is a double shot of crown chase that disco ball around ‘til i don’t remember go until they cut me off wanna get a little lost in the noise in the lights hey bartender pour ‘em hot tonight ‘til the party and the music and the truth collide bring it ‘til his memory fades away hey bartender hey bartender
downtown, lady antebellum, well all the parties on the streets are talking store front mannequins sleeping in lights we used to smoke while we were jaywalking like it was your birthday every other saturday night knew the bands so we never payed our cover wrote our names on the bathroom tiles we never dressed to impress all the others they would let us in on our laid back kind of style but boy you know it's been a while  i don't know why you don't take me downtown like you got anywhere better to be talk it up and give me the go 'round 'round like a good time tease i'm only counting on your cancellation when i should be counting on you at my door did you forget about how we went around? i don't know why you don't take me downtown anymore oh anymore  i got some platforms sitting in the corner they wanna stroll on a city sidewalk i got a dress that'll show a little uh-uh but you ain't getting uh-uh if you don't come pick me up (damn) show me off (wow) you might be tired but i'm not  i don't know why you don't take me downtown like you got anywhere better to be talk it up and give me the go 'round 'round like a good time tease i'm only counting on your cancellation when i should be counting on you at my door did you forget about how we went around? i don't know why you don't take me downtown anymore   i don't know why you don't take me downtown like you got anywhere better to be talk it up and give me the go 'round 'round like a good time tease i'm only counting on your cancellation when i should be counting on you at my door did you forget about how we went around? i don't know why you don't take me downtown anymore oh anymore  yeah don't know why you don't take me downtown i don't know why you don't take me downtown anymore i just don't get it
you look good, lady antebellum, on a boat on a beach in the water in the sand in the back of a bar cold beer in your hand breaking hearts breaking necks when we rolling down the street heads turning all day when they see you with me i'm thinking everybody better stand in line 'cause they need to know that your body's coming with me tonight  they're like hey who that there with the shades? like oh the way you move to the bass hold up whole room gets to spinnin' from the second that you walk in and baby you look good all day all night you look good so fresh so fine you look good got everybody watching you like cameras in hollywood baby you look good aw baby you look good  black dress 2 the 9s new year's in a pent from the floor to the roof make the skyline spin yeah you're killing me boy in your black-faded jeans ain't gotta work hard when you're smilin' at me  like hey who that there with the shades? like oh the way you move to the bass hold up whole room gets to spinnin' from the second that you walk in and baby you look good all day all night you look good so fresh so fine you look good got everybody watching you like cameras in hollywood baby you look good aw baby you look good  i'm thinking everybody better stand in line 'cause they need to know that your body's coming with me tonight  they're like hey who that there with the shades? like oh the way you move to the bass hold up whole room gets to spinnin' from the second that you walk in and baby you look good all day all night you look good so fresh so fine you look good got everybody watching you like cameras in hollywood baby you look good come on baby you look good you look good baby you look good
compass, lady antebellum, alright yea it's been a bumpy road roller coasters high and low fill the tank and drive the car pedal fast pedal hard you won't have to go that far you want to give up cause it's dark we're really not that far apart so let your heart sweetheart be your compass when you're lost and you should follow it wherever it may go when it's all said and done you can walk instead of run cause no matter what you'll never be alone never be alone never be alone forgot directions on your way don't close your eyes don't be afraid we might be crazy late at night i can't wait til you arrive follow stars you'll be alright you want to give up cause it's dark we're really not that far apart so let your heart sweetheart be your compass when you're lost and you should follow it wherever it may go when it's all said and done you can walk instead of run cause no matter what you'll never be alone never be alone never be alone you want to give up cause it's dark we're really not that far apart so let your heart sweetheart be your compass when you're lost and you should follow it wherever it may go when it's all said and done you can walk instead of run cause no matter what you'll never be alone never be alone never be alone when it's all said and done you can walk instead of run cause no matter what you'll never be alone
i run to you, lady antebellum, i run from hate i run from prejudice i run from pessimists but i run too late i run my life or is it running me? run from my past i run too fast or too slow it seems when lies become the truth that's when i run to you  this world keeps spinning faster into a new disaster so i run to you i run to you baby and when it all starts coming undone baby you're the only one i run to i run to you  we run on fumes your life and mine like the sands of time slipping right on through and our love's the only truth that's why i run to you  this world keeps spinning faster into a new disaster so i run to you i run to you baby and when it all starts coming undone baby you're the only one i run to i run to you whoa oh oh i run to you this world keeps spinning faster into a new disaster so i run to you i run to you baby and when it all starts coming undone baby you're the only one i run to i run to you i run to you yeah whoa whoa oh i run to you i run to you girl whoa whoa
american honey, lady antebellum, she grew up on the side of the road where the church bells ring and strong love grows she grew up good she grew up slow like american honey  steady as a preacher free as a weed couldn't wait to get goin' but wasn't quite ready to leave so innocent pure and sweet american honey  there's a wild wild whisper blowin' in the wind callin' out my name like a long lost friend oh i miss those days as the years go by oh nothin' sweeter than summertime and american honey  get caught in the race of this crazy life tryin' to be everything can make you lose your mind i just want to go back in time to american honey  there's a wild wild whisper blowin' in the wind callin' out my name like a long lost friend oh i miss those days as the years go by oh nothin' sweeter than summertime and american honey  gone for so long now i got to get back to her somehow to american honey  there's a wild wild whisper blowin' in the wind callin' out my name like a long lost friend oh i miss those days as the years go by oh nothin' sweeter than summertime and american honey  and american honey
somebody else's heart, lady antebellum, you think i'd be more resistant to put myself in this position yeah we always go there down a road that leads nowhere somewhere between lovers and just friends  saw you parked outside the party i knew you'd be by the bar i wish there was a heart i could borrow just 'til tomorrow cause this is always how it starts  so tonight gonna kiss you with my lips gonna hold you in my arms throw shadows in the dark i'll let you in against my better judgement wishing i could love you love you love you with somebody else's heart somebody else's heart somebody else's heart  i wish i could feel the falling but someone else could hit the ground wanna feel the buzz of getting closer without the hangover but i could use another round  so tonight i'm gonna kiss you with my lips gonna hold you in my arms throw shadows in the dark i'll let you in against my better judgement wishing i could love you love you love you with somebody else's heart somebody else's heart somebody else's heart with somebody else's heart  i wish there was a heart i could borrow just 'til tomorrow (tomorrow)  so tonight gonna kiss you with my lips gonna hold you in my arms throw shadows in the dark i'll let you in against my better judgement wishing i could love you love you love you with somebody else's heart somebody else's heart somebody else's heart with somebody else's heart (with somebody else's heart) with somebody else's heart
